,answers.0.values,answers.1.values,answers.10.values,answers.2.values,answers.3.values,answers.4.values,answers.5.values,answers.6.values,answers.7.values,answers.8.values,createdAt,country
204,Turkey,i̇zmir,Gelecek vaad ediyor,beşiktaş,mühendis,,,,,,2021-04-04 01:23:24.563000+00:00,Turkey
205,Turkey,trabzon,,trabzonspor,sağlık memuru,,,,,,2021-04-06 10:27:37.948000+00:00,Turkey
206,Turkey,i̇stanbul,Daha çok reklam yapilmasi,galatasaray,polis,,,,,,2021-04-04 06:30:12.032000+00:00,Turkey
207,Turkey,i̇zmir, ,galatasaray,psikolojik danışman,,,,,,2021-04-06 10:25:55.525000+00:00,Turkey
208,Turkey,hatay,Şuan değil ama ilerde düşüncelerimi söylemek isterlm,fenerbahçe,beden eğitimi ogretmeni,,,,,,2021-04-06 10:29:16.839000+00:00,Turkey
209,Turkey,trabzon,,trabzonspor,kamu,,,,,,2021-04-06 10:24:43.845000+00:00,Turkey
210,Turkey,batman,Bende kazanmak istiyorum,galatasaray,pastane,,,,,,2021-04-06 11:24:38.561000+00:00,Turkey
211,Turkey,ankara, ,beşiktaş,memur,,,,,,2021-04-04 06:38:26.240000+00:00,Turkey
212,Turkey,adana,Çok güzel,beşiktaş,i̇şçi,,,,,,2021-04-06 10:25:15.882000+00:00,Turkey
213,Turkey,i̇stanbul,Şu an için yok ama ilerleyen zamanlarda sürekli feedback verilebilecek bir kısmın olması iyi olur.,galatasaray,reklamcı,,,,,,2021-04-06 09:48:09.237000+00:00,Turkey
214,Turkey,bitlis,.,fenerbahçe,öğretmen,,,,,,2021-04-04 06:37:59.582000+00:00,Turkey
215,Turkey,i̇stanbul,,galatasaray,mühendis,,,,,,2021-04-06 14:57:18.966000+00:00,Turkey
216,Turkey,i̇stanbul, ,konyaspor,uzmanım,,,,,,2021-04-06 09:44:04.699000+00:00,Turkey
217,Turkey,i̇zmir,,bursaspor,öğretmen,,,,,,2021-04-06 09:53:40.308000+00:00,Turkey
218,Turkey,şırnak,,fenerbahçe,serbest,,,,,,2021-04-04 09:16:12.425000+00:00,Turkey
219,Turkey,agri,,galatasaray,i̇sci,,,,,,2021-04-07 05:13:06.560000+00:00,Turkey
220,Turkey,akçakoca,-,galatasaray,öğretmen,,,,,,2021-04-06 09:35:18.406000+00:00,Turkey
221,Turkey,edirne,colpan_onur,fenerbahçe,öğrenci,,,,,,2021-04-04 06:45:47.745000+00:00,Turkey
222,Turkey,i̇stanbul,Teşekür ederim ,fener,güvenlık,,,,,,2021-04-04 07:08:00.662000+00:00,Turkey
223,Turkey,mersin, ,galatasaray,tekniker,,,,,,2021-04-06 10:40:39.467000+00:00,Turkey
224,Turkey,şanliurfa,Tfb projesi ile ilgili büyük hedeflerim var,galatasaray,fotoğrafçilik,,,,,,2021-04-06 09:33:21.890000+00:00,Turkey
225,Turkey,samsun,"Tbf projesine faydalı olabileceğim demek mantıksız geldi bana, yanlış öğrenmediysem anket platformu değil mi bu. Katılan herkesin bir faydası olacaktır ancak katılanların doğru söyleyip söylemediklerinden emin olamayacağımız için sorulan sorulara bağlı bu başarı. İnsanların yalan söylemeye gerek görmeyeceği sorular sorulursa doğruluk payı artar ama yine de kesin doğru diyemeyiz. İçeride neler olduğunu bilmeden kesin bir yargıya varmak ve faydalı olabileceğimi şuan daha giriş kısmında iddia etmem ne kadar tatmin edici olabilir ? Neyse bakalım neler oluyor içeride.  ",samsunspor,öğrenci,,,,,,2021-04-04 00:46:24.443000+00:00,Turkey
226,Turkey,antalya,,galatasaray,memur,,,,,,2021-04-06 11:29:02.738000+00:00,Turkey
227,Turkey,diyarbakır,,fenerbahçe,mühendis,,,,,,2021-04-06 12:46:45.219000+00:00,Turkey
228,Turkey,balıkesir,Bu projeye yapılacak her türlü etkinliklere katılarak destekleyeceğim ,beşiktaş,güvenlik,,,,,,2021-04-06 12:59:51.234000+00:00,Turkey
229,Turkey,kocaeli,Sonuna kadar arkanızdayım,beşiktaş,müdür,,,,,,2021-04-04 08:13:38.871000+00:00,Turkey
230,Turkey,haty,Berkekbskl,beşiktaş,serbest,,,,,,2021-04-06 12:42:49.520000+00:00,Turkey
231,Turkey,istanbul,İyi,fenerbahçe,memur,,,,,,2021-04-06 12:43:10.351000+00:00,Turkey
232,Turkey,ankara,Henüz yok ,galatasaray,makina mühendisi,,,,,,2021-04-03 22:21:25.096000+00:00,Turkey
233,Turkey,aydın,,fenerbahçe,mimar,,,,,,2021-04-03 22:24:03.650000+00:00,Turkey
234,Turkey,sakarya,5346411750,sakaryaspor,mobilya,,,,,,2021-04-03 22:45:08.929000+00:00,Turkey
235,Turkey,i̇stanbul, türk yatırımcı arkadaşların kurduğu tfb projesinin başarılı yerlere geleceğine inanıyorum onlara yardımcı olmak için uugulamayı arkadaş çevreme tanıtıyorum,fenerbahçe,öğrenci,,,,,,2021-04-06 13:06:01.844000+00:00,Turkey
236,Turkey,diyarbakır,,beşiktaş,doktor,,,,,,2021-04-06 12:26:29.352000+00:00,Turkey
237,Turkey,samsun,Henüz yok,galatasaray,hemşire,,,,,,2021-04-06 12:22:28.526000+00:00,Turkey
238,Turkey,diyarbakır,,galatasaray,mühendis,,,,,,2021-04-06 11:28:32.928000+00:00,Turkey
239,Turkey,istanbul,.,galatasaray,engineer,,,,,,2021-04-06 12:12:51.281000+00:00,Turkey
240,Turkey,antalya,R,fenerbahçe,denetmen,,,,,,2021-04-06 12:06:25.968000+00:00,Turkey
241,Turkey,i̇stanbul,,galatasaray,i̇şçi,,,,,,2021-04-06 14:01:02.964000+00:00,Turkey
242,Turkey,antalya,R,beşiktaş,memur,,,,,,2021-04-06 12:02:49.312000+00:00,Turkey
243,Turkey,diyarbakır,İyidır ins kazandırırsınız,fenerbahçe,ogrencı,,,,,,2021-04-06 11:56:44.810000+00:00,Turkey
244,Turkey,mugla,,galatasaray,öğretmen,,,,,,2021-04-03 22:49:05.723000+00:00,Turkey
245,Turkey,konya,Yok,besıktas,ogrencı,,,,,,2021-04-06 11:43:54.080000+00:00,Turkey
246,Turkey,yozgat,savasalmz ,beşiktaş,öğrenci,,,,,,2021-04-03 23:15:44.139000+00:00,Turkey
247,Turkey,mersin,Harika,beşiktaş,harita mühendisi,,,,,,2021-04-07 12:48:45.664000+00:00,Turkey
248,Turkey,diyarbakır,Güzel bir proje,galatasaray,makine mühendisi,,,,,,2021-04-06 11:33:30.775000+00:00,Turkey
249,Turkey,çanakkale,,beşiktaş,hemşire,,,,,,2021-04-06 11:29:30.616000+00:00,Turkey
250,Turkey,i̇stanbul, ,galatasaray,ev hanımı,,,,,,2021-04-04 00:02:50.422000+00:00,Turkey
251,Turkey,i̇stanbul,5352982280  ,fenerbahçe,asker,,,,,,2021-04-06 12:12:04.931000+00:00,Turkey
252,Turkey,afyon,Şimdilik yok,galatasaray,serbest meslek,,,,,,2021-04-06 00:01:04.465000+00:00,Turkey
253,Turkey,ankra,Bana 05520068149 nodan  ulaşabilirsin kazanmak ve dostlarımaza kazandırmaya çalışıyoruz ,fenerbahçe,memur,,,,,,2021-04-04 07:23:44.761000+00:00,Turkey
254,Turkey,istanbul,Yok,beşiktaş,teknisyen,,,,,,2021-04-06 09:02:18.966000+00:00,Turkey
255,Turkey,adana,Severin,fenerbahçe,pvc,,,,,,2021-04-06 07:31:55.724000+00:00,Turkey
256,Turkey,antalya,,galatasaray,öğrenci,,,,,,2021-04-06 07:25:45.805000+00:00,Turkey
257,Turkey,i̇stanbul,*,beşiktaş,harita mühendisi,,,,,,2021-04-04 10:12:58.073000+00:00,Turkey
258,Turkey,hatay, ,galatasaray,dış ticaret,,,,,,2021-04-06 07:13:20.264000+00:00,Turkey
259,Turkey,ankara,Farklı fikirlerim var,galatasaray,muhasebe,,,,,,2021-04-06 07:12:24.860000+00:00,Turkey
260,Turkey,i̇stanbul,Yüksek kazançlar elde etmeyi hedefliyoruz ,beşiktaş,serbest meslek,,,,,,2021-04-06 07:04:28.125000+00:00,Turkey
261,Turkey,hatay,Var,galatasaray,i̇şsizlik,,,,,,2021-04-06 09:33:09.215000+00:00,Turkey
262,Turkey,uşak,.,galatasaray,sağlik memuru,,,,,,2021-04-06 06:50:29.615000+00:00,Turkey
263,Turkey,adana,Sldkfk,besıktas,esnf,,,,,,2021-04-04 10:19:53.130000+00:00,Turkey
264,Turkey,i̇stanbul,,galatasaray,reklam,,,,,,2021-04-06 08:25:59.250000+00:00,Turkey
265,Turkey,van,@SafiyeSularoglu,fenerbahçe,serbest,,,,,,2021-04-06 06:31:57.601000+00:00,Turkey
266,Turkey,i̇stanbul,Yok,galatasaray,bankacı,,,,,,2021-04-04 10:17:55.338000+00:00,Turkey
267,Turkey,kocaeli,Yeniyim henüz takipte kalacağım,beşiktaş,laborant,,,,,,2021-04-06 06:20:52.200000+00:00,Turkey
268,Turkey,i̇stanbul,Aa,fenerbahçe,pilot,,,,,,2021-04-06 06:15:21.168000+00:00,Turkey
269,Turkey,bursa,Daha cok tfb kazanmak icin uygulama cogaltiniz,galatasaray,memur,,,,,,2021-04-06 06:21:52.734000+00:00,Turkey
270,Turkey,denizli, ,beşiktaş,serbest,,,,,,2021-04-06 06:07:32.687000+00:00,Turkey
271,Turkey,bursa,,galatasaray,memur,,,,,,2021-04-06 05:36:04.399000+00:00,Turkey
272,Turkey,i̇stanbul,Umarım başarılı olur ,trabzonspor,elektonik,,,,,,2021-04-04 10:21:05.392000+00:00,Turkey
273,Turkey,van,Sosyal medya üzerinden yayılımını sağlamlı,fenerbahçe,memur,,,,,,2021-04-06 05:25:25.815000+00:00,Turkey
274,Turkey,çanakkale, ,galatasaray,barmen,,,,,,2021-04-06 05:23:06.862000+00:00,Turkey
275,Turkey,antalya,ocans71,galatasaray,tekniker,,,,,,2021-04-04 10:21:40.514000+00:00,Turkey
276,Turkey,i̇stanbul,Wyrexia adlı instagram sayfamda reklamınızı yapmak istedim ama yetkilileriniz ilk başta reklama sıcak bakıp coin istediğimde görüldü attılar xd ,galatasaray,şef,,,,,,2021-04-04 10:33:05.786000+00:00,Turkey
277,Turkey,bursa,,bursaspor ,usta,,,,,,2021-04-06 04:29:59.285000+00:00,Turkey
278,Turkey,antalya,Daha çok borsada listelenmeniz bir an önce ,fenerbahçe,güvenlik görevlisi,,,,,,2021-04-04 11:31:29.429000+00:00,Turkey
279,Turkey,kocaeli,,fenerbahçe,aşci,,,,,,2021-04-06 06:23:39.408000+00:00,Turkey
280,Turkey,i̇stanbul,,fenerbahçe,nakliyeci,,,,,,2021-04-06 09:17:15.454000+00:00,Turkey
281,Turkey,adana, buradan ulaşıp fikirlerimi size sunacagim,galatasaray,ev hanımı,,,,,,2021-04-04 09:53:57.019000+00:00,Turkey
282,Turkey,i̇stanbul,Hayır,van belediye,serbest,,,,,,2021-04-04 09:54:46.401000+00:00,Turkey
283,Turkey,i̇zmir,Çok güzel olacağını düşünüyorum ,galatasaray,topoğraf,,,,,,2021-04-07 11:38:18.560000+00:00,Turkey
284,Turkey,ankara, ,beşiktaş,fotoğrafçı,,,,,,2021-04-06 09:04:43.569000+00:00,Turkey
285,Turkey,ankara,,fenerbahöe,serbest,,,,,,2021-04-04 08:33:15.424000+00:00,Turkey
286,Turkey,denizli,gayet başarıyla tasarlanmış bir proje tebrik ederim.  ,galatasaray,satıs pazarlama,,,,,,2021-04-04 08:48:12.570000+00:00,Turkey
287,Turkey,i̇zmir,,fenerbahçe,barmen,,,,,,2021-04-04 08:49:12.987000+00:00,Turkey
288,Turkey,mersin, ,galatasaray,öğretmen,,,,,,2021-04-06 08:51:09.666000+00:00,Turkey
289,Turkey,i̇stanbul,,galatasaray,hostes,,,,,,2021-04-04 08:48:51.479000+00:00,Turkey
290,Turkey,bursa,,galatasaray,öğrenci,,,,,,2021-04-06 08:40:58.083000+00:00,Turkey
291,Turkey,mersin,Yok,beşiktaş,memur,,,,,,2021-04-06 08:43:04.387000+00:00,Turkey
292,Turkey,ağrı,@emredmrr00,galatasaray,öğrenci,,,,,,2021-04-04 08:53:52.298000+00:00,Turkey
293,Turkey,mersin,Uzun vadeli bir yatırım ,fenerbahçe,tekniker.,,,,,,2021-04-07 05:18:43.527000+00:00,Turkey
294,Turkey,mersin,İyi,galatasaray,serbest,,,,,,2021-04-06 07:33:42.151000+00:00,Turkey
295,Turkey,afyonkarahisar, ,beşiktaş,serbes,,,,,,2021-04-06 08:17:54.370000+00:00,Turkey
296,Turkey,gaziantep,.,galatasaray,öğretmen,,,,,,2021-04-04 16:33:22.773000+00:00,Turkey
297,Turkey,i̇zmir,Güzel,galata saray,i̇şçi,,,,,,2021-04-06 08:03:19.827000+00:00,Turkey
298,Turkey,zonguldak,,beşiktaş,öğrenci,,,,,,2021-04-06 07:58:25.503000+00:00,Turkey
299,Turkey,maraş,,fenerbahçe,öğrenci,,,,,,2021-04-06 07:58:24.485000+00:00,Turkey
300,Turkey,mersin,Yok,beşiktaş,haritacı,,,,,,2021-04-07 13:07:58.214000+00:00,Turkey
301,Turkey,mersin,yok,gazi̇antepspor,hari̇ta muhendi̇si̇,,,,,,2021-04-07 05:08:55.955000+00:00,Turkey
302,Turkey,sivas,,galatasaray,öğrenci,,,,,,2021-04-06 07:49:27.221000+00:00,Turkey
303,Turkey,tunceli, ,dersimspor,"i̇nşaat, serbest meslek, işçi",,,,,,2021-04-04 09:36:10.114000+00:00,Turkey
304,Turkey,istanbul,tamam ,galatasaray,memur,,,,,,2021-04-04 09:46:51.328000+00:00,Turkey
305,Turkey,i̇stanbul,,trabzonspor,mümessil,,,,,,2021-04-04 09:46:37.526000+00:00,Turkey
306,Turkey,samsun,,fenerbahçe,öğretmen,,,,,,2021-04-06 07:39:43.151000+00:00,Turkey
307,Turkey,i̇stanbul,malesef yok ama ihtiyacınız olursa yardım etmek için ulaşabilirsiniz,beşiktaş,doktor,,,,,,2021-04-06 08:16:46.989000+00:00,Turkey
308,Turkey,balıkesir,Okey,galatasaray,öğrenci,,,,,,2021-04-05 12:25:51.984000+00:00,Turkey
309,Turkey,muğla,yok,galatasaray,yedek parça otomotiv,,,,,,2021-04-04 11:24:56.434000+00:00,Turkey
310,Turkey,i̇zmir,Cok iyi bir proje ,galatasaray,teknisyen,,,,,,2021-04-05 12:23:57.611000+00:00,Turkey
311,Turkey,i̇stanbul,Temelhikmet180 ,galatasaray,mühendiz,,,,,,2021-04-04 18:24:47.766000+00:00,Turkey
312,Turkey,konya,,galatasaray,kamu,,,,,,2021-04-04 18:19:19.710000+00:00,Turkey
313,Turkey,elazığ,Yok,fenerbahçe,ögrenci,,,,,,2021-04-04 18:21:12.450000+00:00,Turkey
314,Turkey,adana,Merhaba tfb için günlük kazı yapmamiza izin verin bana geri bildirim atin ben size tam olarak nasil bisey olacagini anlatim,beşiktaş,öğrenci,,,,,,2021-04-04 22:23:10.172000+00:00,Turkey
315,Turkey,i̇zmir,Yok,beşiktaş,kamu çalışanı,Doge bitcoin,19,Paribu,Borç türk,Bilmiyorum,2021-04-04 18:16:11.319000+00:00,Turkey
316,Turkey,aydın,Evet,fenerbahçe,serbest,,,,,,2021-04-04 18:10:10.184000+00:00,Turkey
317,Turkey,uşak,,galatasaray,isı i̇zolasyon işi,,,,,,2021-04-04 18:08:50.019000+00:00,Turkey
318,Turkey,bursa,yoktur,bursaspor,tamirci,,,,,,2021-04-04 18:06:46.838000+00:00,Turkey
319,Turkey,istanbul,,fenerbahçe,öğrenci,,,,,,2021-04-04 17:59:49.622000+00:00,Turkey
320,Turkey,aydın,malesrf,fenerbahçe,öğrenci,,,,,,2021-04-04 17:58:25.948000+00:00,Turkey
321,Turkey,bursa,,fenerbahçe,işçi,,,,,,2021-04-04 17:57:57.083000+00:00,Turkey
322,Turkey,van,,galatasaray,öğrenci,,,,,,2021-04-04 18:22:25.755000+00:00,Turkey
323,Turkey,konya,İbrahimniturbil,konya spor,muhasebe,,,,,,2021-04-04 17:57:13.599000+00:00,Turkey
324,Turkey,i̇zmir,Mesleki çevremde destek olabilirim.  ,göztepe,veteriner hekim,,,,,,2021-04-04 17:55:35.058000+00:00,Turkey
325,Turkey,i̇stanbul, ,beşiktaş,tekstil,,,,,,2021-04-04 17:52:25.859000+00:00,Turkey
326,Turkey,aydın,Hayir,fenerbahçe,iscı,,,,,,2021-04-04 17:46:16.796000+00:00,Turkey
327,Turkey,denizli,,galatasaray,öğrenci,,,,,,2021-04-04 17:49:37.363000+00:00,Turkey
328,Turkey,sirnak,,eskisehirspor,doktor,,,,,,2021-04-04 12:17:41.217000+00:00,Turkey
329,Turkey,gaziantep,,gaziantepspor ,muhasebeci,,,,,,2021-04-04 17:37:00.241000+00:00,Turkey
330,Turkey,ağri,,adana demi̇rspor,kamu personeli̇,,,,,,2021-04-04 17:32:55.836000+00:00,Turkey
331,Turkey,aydin,Have a good work,fenerbahçe,student,,,,,,2021-04-04 17:31:51.484000+00:00,Turkey
332,Turkey,şırnak,,galatasaray,memur,,,,,,2021-04-04 12:37:47.725000+00:00,Turkey
333,Turkey,bursa,  adresim bütün tfb projelerine katılarak destekte bulunmayı düşünüyorum ,fenerbahçe,hemşire,,,,,,2021-04-04 17:14:08.272000+00:00,Turkey
334,Turkey,urfa,yok ,fenerbahçe,issiz,,,,,,2021-04-04 17:11:44.786000+00:00,Turkey
335,Turkey,diyarbakır,,galatasaray,öğrenci,,,,,,2021-04-04 17:56:09.549000+00:00,Turkey
336,Turkey,bursa,Fikrim yok,galatasaray,elektrikci,,,,,,2021-04-05 19:04:26.676000+00:00,Turkey
337,Turkey,van, ,galatasaray,öğrenci,,,,,,2021-04-04 18:29:14.612000+00:00,Turkey
338,Turkey,kayseri,:  büyük bir yakın çevrem var tfb uygulamasına çok katkı sağlarım,galatasaray,öğrenci,,,,,,2021-04-04 18:32:17.062000+00:00,Turkey
339,Turkey,i̇stanbul,,fenerbahçe,lazer,Bitcoin,,,,,2021-04-04 20:00:36.940000+00:00,Turkey
340,Turkey,i̇stanbul,,fenerbahçe,muhasebe,Tron,19,Binance,Bist100,Tfb,2021-04-04 19:52:55.585000+00:00,Turkey
341,Turkey,diyarbakır,,kardemir demir çelik karabükspor,pilot,,,,,,2021-04-04 19:42:56.070000+00:00,Turkey
342,Turkey,samsun,İnanmak başarmanın yarısıdır. Bunun için buradayım. ,galatasaray,yazılımcı,,,,,,2021-04-04 23:50:01.231000+00:00,Turkey
343,Turkey,hatay,,galatasaray,uzman çavuş,,,,,,2021-04-04 19:25:40.970000+00:00,Turkey
344,Turkey,i̇stebul,.,galatasaray,doktor,,,,,,2021-04-04 19:27:56.109000+00:00,Turkey
345,Turkey,karaman,05419759246,galatasaray,öğrenci,,,,,,2021-04-05 18:10:05.895000+00:00,Turkey
346,Turkey,tokat,,fenerbahçe,çiftci,,,,,,2021-04-04 19:27:38.277000+00:00,Turkey
347,Turkey,kütahya, kullanıcı adı @Ahmetozt  tek isteğim site uzun vadeli olsun   ,galatasaray,i̇şçi,,,,,,2021-04-04 19:26:40.698000+00:00,Turkey
348,Turkey,bingöl, ,galatasaray,i̇nşaat mühendisi,,,,,,2021-04-04 19:00:11.156000+00:00,Turkey
349,Turkey,sff,Supet,f,fgg,,,,,,2021-04-04 12:06:50.851000+00:00,Turkey
350,Turkey,van, ben mecit Erva 17 yaşındayım internetten para kazanmayı araştırırken bu uygulamaya rastladım umarım para kazanırm,galatasaray,öğrenci,,,,,,2021-04-04 18:36:01.332000+00:00,Turkey
351,Turkey,zonguldak,,galatasaray,sağlık personeli,,,,,,2021-04-04 18:55:37.706000+00:00,Turkey
352,Turkey,eskişehir,,fenerbahçe,kaynakçı,,,,,,2021-04-04 18:49:44.820000+00:00,Turkey
353,Turkey,bursa,,galatasaray,öğrenci,,,,,,2021-04-04 19:03:32.784000+00:00,Turkey
354,Turkey,i̇stanbul,,fenerbahçe,elektrik,,,,,,2021-04-04 18:47:47.668000+00:00,Turkey
355,Turkey,bursa,olabilir  diye  düşünüyorum ,fenerbahçe,brode  makinacisiyim,,,,,,2021-04-05 17:09:32.699000+00:00,Turkey
356,Turkey,bursa,,galatasaray,öğrenci,,,,,,2021-04-04 18:42:13.112000+00:00,Turkey
357,Turkey,bingöl,WhatsApp 05393384983,beşiktaş,i̇nşaat mühendisi,,,,,,2021-04-04 18:44:04.746000+00:00,Turkey
358,Turkey,karaman,Karaman sarıveliler dumlugöze köyü cami mahallesi no 248,galata saray,dikiş nakış,,,,,,2021-04-05 18:04:41.867000+00:00,Turkey
359,Turkey,ankara,Henüz yok,fenerbahçe,serbest meslek,,,,,,2021-04-04 12:15:48.690000+00:00,Turkey
360,Turkey,bursa,.,fenerbahçe,doktor,,,,,,2021-04-04 12:17:29.562000+00:00,Turkey
361,Turkey,i̇stanbul,,galatasaray,reklamci,,,,,,2021-04-04 18:41:34.421000+00:00,Turkey
362,Turkey,istanbul,,fenerbahçe,serbest,,,,,,2021-04-04 18:34:08.494000+00:00,Turkey
363,Turkey,kayseri,Şu an yok,kayserispor,esnaf,,,,,,2021-04-04 19:33:12.060000+00:00,Turkey
364,Turkey,kocaeli,Tfb uygulamasinin sosyal medyada daha çok dikkat çekmesi için para kazanacaklarını gösterecek reklamlarla yayınlanması gerekir.     ,beşiktaş,teknisyen,,,,,,2021-04-04 20:29:38.762000+00:00,Turkey
365,Turkey,ankara,,fenerbahçe,serbest,,,,,,2021-04-04 17:07:57.654000+00:00,Turkey
366,Turkey,konya,,galatasaray,i̇sci,,,,,,2021-04-04 16:59:41.129000+00:00,Turkey
367,Turkey,diyarbakır,,galatasaray,öğrenci,,,,,,2021-04-04 14:18:31.546000+00:00,Turkey
368,Turkey,istanbul,,galasaray,insaatci,Tfb,4,Tfb,Tfb,Tfb,2021-04-04 17:03:02.900000+00:00,Turkey
369,Turkey,aydın, kullanıcı adım =afşin kaya,fenerbahçe,öğrenci,,,,,,2021-04-04 14:15:24.985000+00:00,Turkey
370,Turkey,istanbul,,beşiktaş,academics,,,,,,2021-04-04 14:07:23.271000+00:00,Turkey
371,Turkey,antalya,,paris,amele,,,,,,2021-04-04 14:09:25.867000+00:00,Turkey
372,Turkey,ankara, ,beşiktaş,memur,,,,,,2021-04-04 14:02:43.202000+00:00,Turkey
373,Turkey,gaziantep,,beşiktaş,memur,,,,,,2021-04-04 14:01:11.159000+00:00,Turkey
374,Turkey,antalya,,fenerbahçe,öğretmen,,,,,,2021-04-04 13:52:59.987000+00:00,Turkey
375,Turkey,afyonkarahisar,İstemiyom,fenerbahçe,i̇şci,,,,,,2021-04-04 14:36:47.745000+00:00,Turkey
376,Turkey,bırsa,Beşiktaş,yok,esnaf,,,,,,2021-04-04 13:50:51.706000+00:00,Turkey
377,Turkey,antalya, ,beşiktaş,öğretmen,,,,,,2021-04-04 14:21:53.892000+00:00,Turkey
378,Turkey,bursa,Whatsapp,fenerbahçe,memur,,,,,,2021-04-04 14:17:52.601000+00:00,Turkey
379,Turkey,ankara,,fenerbahçe,muhasebe,,,,,,2021-04-04 13:43:38.674000+00:00,Turkey
380,Turkey,i̇stanbul,,fenerbahçe,sağlıkçı,,,,,,2021-04-04 13:40:10.557000+00:00,Turkey
381,Turkey,i̇stanbul,,trabzonspor,öğrenci,,,,,,2021-04-04 13:35:08.564000+00:00,Turkey
382,Turkey,antalya,A,galatasaray,polis,,,,,,2021-04-04 13:30:25.398000+00:00,Turkey
383,Turkey,istanbul,Hepinize iyi calismalar diliyorum,galatasaray,ofrenci,,,,,,2021-04-04 13:29:12.124000+00:00,Turkey
384,Turkey,hatay, ,galatasaray,yok,,,,,,2021-04-04 12:53:08.186000+00:00,Turkey
385,Turkey,i̇stanbul,Yeniyim ama katkı sağlayacağından şüphem yok,fenerbahçe,danışmanlık,,,,,,2021-04-04 21:33:27.227000+00:00,Turkey
386,Turkey,gaziantep,Hayır,fenerbahçe,öğren ci,,,,,,2021-04-04 13:28:15.462000+00:00,Turkey
387,Turkey,i̇stanbul,,galatasaray,ogretmen,,,,,,2021-04-04 13:20:49.582000+00:00,Turkey
388,Turkey,sakarya,: Barışhan keleş,galatasaray,ögrenci,,,,,,2021-04-04 13:24:22.887000+00:00,Turkey
389,Turkey,ankara, ,galatasaray,ev hanimi,,,,,,2021-04-04 13:15:24.281000+00:00,Turkey
390,Turkey,i̇stanbul,,galatasaray,barista,,,,,,2021-04-04 13:06:59.241000+00:00,Turkey
391,Turkey,mersin,esangle Türk projesi olması gurur verici. Boş zamanlarımda hem oyun oynayıp anketlere katılıp hem kazanç sağlamak hoşuma gidecektir.,beşiktaş,i̇ktisat,,,,,,2021-04-04 12:48:13.550000+00:00,Turkey
392,Turkey,bursa,Güzel yatırım mantılı ,galatasaray,kuaför,,,,,,2021-04-05 14:56:16.154000+00:00,Turkey
393,Turkey,ankara, ,galatasaray,öğrenci,,,,,,2021-04-04 14:37:24.109000+00:00,Turkey
394,Turkey,i̇zmir, ,erzurumspor,memur,,,,,,2021-04-04 17:45:18.543000+00:00,Turkey
395,Turkey,ankara, ,fenerbahçe,ofis elemanı,,,,,,2021-04-04 17:00:03.585000+00:00,Turkey
396,Turkey,bolu,Tfb nin uzun vadede yararlı bir proje olacağını düşünüyorum bu tip fırsat verdiğiniz için de teşekkür ederim.  ,galatasaray,diyaliz,,,,,,2021-04-04 16:55:25.403000+00:00,Turkey
397,Turkey,muğla,yok,galatasaray,gıda,,,,,,2021-04-04 12:27:29.342000+00:00,Turkey
398,Turkey,i̇stanbul,.,fenerbahçe,pazarlama,,,,,,2021-04-04 16:29:06.296000+00:00,Turkey
